Run	Experiment	Platform	LibraryName	LibraryLayout	Sample	ScientificName	SampleName
SRR488372	SRX173138	ILLUMINA	GSM980234: ML-DmBG3-c2 V130/BS180 (Celniker/RNA:123) rep2 extraction2_seq1 aliquote 1	SINGLE	SRS353027	Drosophila melanogaster	GSM980234
SRR488371	SRX173121	ILLUMINA	GSM980233: ML-DmBG1-c1 V129/BS177 (Celniker/RNA:117) rep2 extraction2_seq1 aliquote 1	SINGLE	SRS353010	Drosophila melanogaster	GSM980233
SRR488369	SRX147725	ILLUMINA	GSM930140: Celniker/RNA:11 extraction1_seq1 aliquote 1	SINGLE	SRS333692	Drosophila melanogaster	GSM930140
SRR546566	SRX176121	ILLUMINA	GSM609249: Lai ML-DmD21 (Celniker/RNA:49, Replicate 1) extraction1_seq1 aliquote 1	SINGLE	SRS355597	Drosophila melanogaster	GSM609249
SRR488698	SRX173210	ILLUMINA	GSM980238: 1182-4H V147/BS22 (Celniker/RNA:37) rep2 extraction2_seq1 aliquote 1	SINGLE	SRS353099	Drosophila melanogaster	GSM980238
SRR488370	SRX172964	ILLUMINA	GSM980232: Sg4 V133/BS34 (Celniker/RNA:199) rep1 extraction1_seq1 aliquote 1	SINGLE	SRS353002	Drosophila melanogaster	GSM980232
SRR488694	SRX173135	ILLUMINA	GSM980236: ML-DmD9 V125/BS101 (Celniker/RNA:71) rep1 extraction1_seq1 aliquote 1	SINGLE	SRS353025	Drosophila melanogaster	GSM980236
SRR488696	SRX173141	ILLUMINA	GSM980237: ML-DmD32 V022/V132/BS25 (Celniker/RNA:163) rep1 extraction1_seq1 aliquote 1	SINGLE	SRS353030	Drosophila melanogaster	GSM980237
SRR488697	SRX173141	ILLUMINA	GSM980237: ML-DmD32 V022/V132/BS25 (Celniker/RNA:163) rep1 extraction1_seq1 aliquote 1	SINGLE	SRS353030	Drosophila melanogaster	GSM980237
SRR488693	SRX173137	ILLUMINA	GSM980235: S2-DRSC V145/BS10 (Celniker/RNA:13) rep1 extraction1_seq1 aliquote 1	SINGLE	SRS353026	Drosophila melanogaster	GSM980235
SRR525054	SRX160905	ILLUMINA	GSM915693: S3 V128 (Replicate 2) extraction2_seq1 aliquote 1	SINGLE	SRS351382	Drosophila melanogaster	GSM915693
SRR514862	SRX155404	ILLUMINA	GSM915695: OSC cells V144 extraction2_seq1 aliquote 1	SINGLE	SRS346479	Drosophila melanogaster	GSM915695
SRR494035	SRX145938	ILLUMINA	GSM927186: CG16901_RIP-Seq, rep2	SINGLE	SRS312129	Drosophila melanogaster	GSM927186
SRR494036	SRX145939	ILLUMINA	GSM927187: CG17136_RIP-Seq, rep1	SINGLE	SRS312130	Drosophila melanogaster	GSM927187
SRR494037	SRX145940	ILLUMINA	GSM927188: CG17136_RIP-Seq, rep2	SINGLE	SRS312131	Drosophila melanogaster	GSM927188
SRR494038	SRX145941	ILLUMINA	GSM927189: CG17838_RIP-Seq, rep1	PAIRED	SRS312132	Drosophila melanogaster	GSM927189
SRR494039	SRX145942	ILLUMINA	GSM927190: CG17838_RIP-Seq, rep2	SINGLE	SRS312133	Drosophila melanogaster	GSM927190
SRR494040	SRX145943	ILLUMINA	GSM927191: CG31716_RIP-Seq, rep1	SINGLE	SRS312134	Drosophila melanogaster	GSM927191
SRR494041	SRX145944	ILLUMINA	GSM927192: CG31716_RIP-Seq, rep2	SINGLE	SRS312135	Drosophila melanogaster	GSM927192
SRR494042	SRX145945	ILLUMINA	GSM927193: CG3613_RIP-Seq, rep1	PAIRED	SRS312136	Drosophila melanogaster	GSM927193
SRR494043	SRX145946	ILLUMINA	GSM927194: CG3613_RIP-Seq, rep2	SINGLE	SRS312137	Drosophila melanogaster	GSM927194
SRR494044	SRX145947	ILLUMINA	GSM927195: CG4262_RIP-Seq, rep1	SINGLE	SRS312138	Drosophila melanogaster	GSM927195
SRR494045	SRX145948	ILLUMINA	GSM927196: CG4262_RIP-Seq, rep2	SINGLE	SRS312139	Drosophila melanogaster	GSM927196
SRR494046	SRX145949	ILLUMINA	GSM927197: CG42670_RIP-Seq, rep1	SINGLE	SRS312140	Drosophila melanogaster	GSM927197
SRR494047	SRX145950	ILLUMINA	GSM927198: CG42670_RIP-Seq, rep2	SINGLE	SRS312141	Drosophila melanogaster	GSM927198
SRR494048	SRX145951	ILLUMINA	GSM927199: CG42670_RIP-Seq, rep3	PAIRED	SRS312142	Drosophila melanogaster	GSM927199
SRR494049	SRX145952	ILLUMINA	GSM927200: CG4602_RIP-Seq, rep1	SINGLE	SRS312143	Drosophila melanogaster	GSM927200
SRR494050	SRX145953	ILLUMINA	GSM927201: CG4602_RIP-Seq, rep2	SINGLE	SRS312144	Drosophila melanogaster	GSM927201
SRR494051	SRX145954	ILLUMINA	GSM927202: CG4816_RIP-Seq, rep1	SINGLE	SRS312145	Drosophila melanogaster	GSM927202
SRR494052	SRX145955	ILLUMINA	GSM927203: CG4816_RIP-Seq, rep2	SINGLE	SRS312146	Drosophila melanogaster	GSM927203
SRR494053	SRX145956	ILLUMINA	GSM927204: CG5099_RIP-Seq, rep1	SINGLE	SRS312147	Drosophila melanogaster	GSM927204
SRR494054	SRX145957	ILLUMINA	GSM927205: CG5099_RIP-Seq, rep2	SINGLE	SRS312148	Drosophila melanogaster	GSM927205
SRR494055	SRX145958	ILLUMINA	GSM927206: CG5442_RIP-Seq, rep1	SINGLE	SRS312149	Drosophila melanogaster	GSM927206
SRR494056	SRX145959	ILLUMINA	GSM927207: CG5442_RIP-Seq, rep2	SINGLE	SRS312150	Drosophila melanogaster	GSM927207
SRR494057	SRX145960	ILLUMINA	GSM927208: CG6203_RIP-Seq, rep1	SINGLE	SRS312151	Drosophila melanogaster	GSM927208
SRR494058	SRX145961	ILLUMINA	GSM927209: CG6203_RIP-Seq, rep2	SINGLE	SRS312152	Drosophila melanogaster	GSM927209
SRR494059	SRX145962	ILLUMINA	GSM927210: CG6203_RIP-Seq, rep3	PAIRED	SRS312153	Drosophila melanogaster	GSM927210
SRR494060	SRX145963	ILLUMINA	GSM927211: CG6227_RIP-Seq, rep1	SINGLE	SRS312154	Drosophila melanogaster	GSM927211
SRR494061	SRX145964	ILLUMINA	GSM927212: CG6227_RIP-Seq, rep2	SINGLE	SRS312155	Drosophila melanogaster	GSM927212
SRR494062	SRX145965	ILLUMINA	GSM927213: CG6779_RIP-Seq, rep1	SINGLE	SRS312156	Drosophila melanogaster	GSM927213
SRR494063	SRX145966	ILLUMINA	GSM927214: CG6779_RIP-Seq, rep2	SINGLE	SRS312157	Drosophila melanogaster	GSM927214
SRR494064	SRX145967	ILLUMINA	GSM927215: CG6779_RIP-Seq, rep3	SINGLE	SRS312158	Drosophila melanogaster	GSM927215
SRR494065	SRX145968	ILLUMINA	GSM927216: CG6841_RIP-Seq, rep1	SINGLE	SRS312159	Drosophila melanogaster	GSM927216
SRR494066	SRX145969	ILLUMINA	GSM927217: CG6841_RIP-Seq, rep2	SINGLE	SRS312160	Drosophila melanogaster	GSM927217
SRR494067	SRX145970	ILLUMINA	GSM927218: CG6987_RIP-Seq, rep1	PAIRED	SRS312161	Drosophila melanogaster	GSM927218
SRR494068	SRX145971	ILLUMINA	GSM927219: CG6987_RIP-Seq, rep2	SINGLE	SRS312162	Drosophila melanogaster	GSM927219
SRR494069	SRX145972	ILLUMINA	GSM927220: CG7437_RIP-Seq, rep1	SINGLE	SRS312163	Drosophila melanogaster	GSM927220
SRR494070	SRX145973	ILLUMINA	GSM927221: CG7437_RIP-Seq, rep2	SINGLE	SRS312164	Drosophila melanogaster	GSM927221
SRR494071	SRX145974	ILLUMINA	GSM927222: CG8636_RIP-Seq, rep1	SINGLE	SRS312165	Drosophila melanogaster	GSM927222
SRR494072	SRX145975	ILLUMINA	GSM927223: CG8636_RIP-Seq, rep2	SINGLE	SRS312166	Drosophila melanogaster	GSM927223
SRR494073	SRX145976	ILLUMINA	GSM927224: CG8749_RIP-Seq, rep1	SINGLE	SRS312167	Drosophila melanogaster	GSM927224
SRR494074	SRX145977	ILLUMINA	GSM927225: CG8749_RIP-Seq, rep2	SINGLE	SRS312168	Drosophila melanogaster	GSM927225
SRR494075	SRX145978	ILLUMINA	GSM927226: CG9998_RIP-Seq, rep1	SINGLE	SRS312169	Drosophila melanogaster	GSM927226
SRR494076	SRX145979	ILLUMINA	GSM927227: CG9998_RIP-Seq, rep2	SINGLE	SRS312170	Drosophila melanogaster	GSM927227
SRR494077	SRX145980	ILLUMINA	GSM927228: Empty Vector_RIP-Seq, rep1	PAIRED	SRS312171	Drosophila melanogaster	GSM927228
SRR494078	SRX145981	ILLUMINA	GSM927229: Empty Vector_RIP-Seq, rep2	SINGLE	SRS312172	Drosophila melanogaster	GSM927229
SRR494079	SRX145982	ILLUMINA	GSM927230: Empty Vector_RIP-Seq, rep3	SINGLE	SRS312173	Drosophila melanogaster	GSM927230
SRR494080	SRX145983	ILLUMINA	GSM927231: Empty Vector_RIP-Seq, rep4	SINGLE	SRS312174	Drosophila melanogaster	GSM927231
SRR494081	SRX145984	ILLUMINA	GSM927232: Empty Vector_RIP-Seq, rep5	SINGLE	SRS312175	Drosophila melanogaster	GSM927232
SRR494082	SRX145985	ILLUMINA	GSM927233: Empty Vector_RIP-Seq, rep6	SINGLE	SRS312176	Drosophila melanogaster	GSM927233
SRR494083	SRX145986	ILLUMINA	GSM927234: Empty Vector_RIP-Seq, rep7	SINGLE	SRS312177	Drosophila melanogaster	GSM927234
SRR074516	SRX032570	ILLUMINA	GSM627397: S2-DRSC-CG6227_RNAi-2	SINGLE	SRS140187	Drosophila melanogaster	GSM627397
SRR074517	SRX032571	ILLUMINA	GSM627398: S2-DRSC-CG6841_RNAi-1	SINGLE	SRS140188	Drosophila melanogaster	GSM627398
SRR074518	SRX032572	ILLUMINA	GSM627399: S2-DRSC-CG6841_RNAi-2	SINGLE	SRS140189	Drosophila melanogaster	GSM627399
SRR074519	SRX032573	ILLUMINA	GSM627400: S2-DRSC-CG6946-RNAi-2	SINGLE	SRS140190	Drosophila melanogaster	GSM627400
SRR074520	SRX032573	ILLUMINA	GSM627400: S2-DRSC-CG6946-RNAi-2	SINGLE	SRS140190	Drosophila melanogaster	GSM627400
SRR074521	SRX032574	ILLUMINA	GSM627401: S2-DRSC-CG7437-RNAi-2	SINGLE	SRS140191	Drosophila melanogaster	GSM627401
SRR074522	SRX032574	ILLUMINA	GSM627401: S2-DRSC-CG7437-RNAi-2	SINGLE	SRS140191	Drosophila melanogaster	GSM627401
SRR074523	SRX032575	ILLUMINA	GSM627402: S2-DRSC-CG7971-RNAi-2	SINGLE	SRS140192	Drosophila melanogaster	GSM627402
SRR074524	SRX032575	ILLUMINA	GSM627402: S2-DRSC-CG7971-RNAi-2	SINGLE	SRS140192	Drosophila melanogaster	GSM627402
SRR074525	SRX032576	ILLUMINA	GSM627403: S2-DRSC-CG8019_RNAi-1	SINGLE	SRS140193	Drosophila melanogaster	GSM627403
SRR074526	SRX032577	ILLUMINA	GSM627404: S2-DRSC-CG8019_RNAi-2	SINGLE	SRS140194	Drosophila melanogaster	GSM627404
SRR074527	SRX032578	ILLUMINA	GSM627405: S2-DRSC-CG8241_RNAi-1	SINGLE	SRS140195	Drosophila melanogaster	GSM627405
SRR074528	SRX032579	ILLUMINA	GSM627406: S2-DRSC-CG8241_RNAi-2	SINGLE	SRS140196	Drosophila melanogaster	GSM627406
SRR074529	SRX032580	ILLUMINA	GSM627407: S2-DRSC-CG8636-RNAi-1	SINGLE	SRS140197	Drosophila melanogaster	GSM627407
SRR074530	SRX032580	ILLUMINA	GSM627407: S2-DRSC-CG8636-RNAi-1	SINGLE	SRS140197	Drosophila melanogaster	GSM627407
SRR074531	SRX032581	ILLUMINA	GSM627408: S2-DRSC-CG8636-RNAi-2	SINGLE	SRS140198	Drosophila melanogaster	GSM627408
SRR074532	SRX032582	ILLUMINA	GSM627409: S2-DRSC-CG8749-RNAi-1	SINGLE	SRS140199	Drosophila melanogaster	GSM627409
SRR074533	SRX032583	ILLUMINA	GSM627410: S2-DRSC-CG8749-RNAi-2	SINGLE	SRS140200	Drosophila melanogaster	GSM627410
SRR074534	SRX032584	ILLUMINA	GSM627411: S2-DRSC-CG8781-RNAi-1	SINGLE	SRS140201	Drosophila melanogaster	GSM627411
SRR074535	SRX032584	ILLUMINA	GSM627411: S2-DRSC-CG8781-RNAi-1	SINGLE	SRS140201	Drosophila melanogaster	GSM627411
SRR074536	SRX032585	ILLUMINA	GSM627412: S2-DRSC-CG8781-RNAi-2	SINGLE	SRS140202	Drosophila melanogaster	GSM627412
SRR074537	SRX032585	ILLUMINA	GSM627412: S2-DRSC-CG8781-RNAi-2	SINGLE	SRS140202	Drosophila melanogaster	GSM627412
SRR074538	SRX032586	ILLUMINA	GSM627413: S2-DRSC-CG8912-RNAi-1	SINGLE	SRS140203	Drosophila melanogaster	GSM627413
SRR074539	SRX032586	ILLUMINA	GSM627413: S2-DRSC-CG8912-RNAi-1	SINGLE	SRS140203	Drosophila melanogaster	GSM627413
SRR074540	SRX032586	ILLUMINA	GSM627413: S2-DRSC-CG8912-RNAi-1	SINGLE	SRS140203	Drosophila melanogaster	GSM627413
SRR074541	SRX032587	ILLUMINA	GSM627414: S2-DRSC-CG8912-RNAi-2	SINGLE	SRS140204	Drosophila melanogaster	GSM627414
SRR074542	SRX032587	ILLUMINA	GSM627414: S2-DRSC-CG8912-RNAi-2	SINGLE	SRS140204	Drosophila melanogaster	GSM627414
SRR074543	SRX032587	ILLUMINA	GSM627414: S2-DRSC-CG8912-RNAi-2	SINGLE	SRS140204	Drosophila melanogaster	GSM627414
SRR074544	SRX032588	ILLUMINA	GSM627415: S2-DRSC-CG9373-RNAi-2	SINGLE	SRS140205	Drosophila melanogaster	GSM627415
SRR074545	SRX032588	ILLUMINA	GSM627415: S2-DRSC-CG9373-RNAi-2	SINGLE	SRS140205	Drosophila melanogaster	GSM627415
SRR074546	SRX032588	ILLUMINA	GSM627415: S2-DRSC-CG9373-RNAi-2	SINGLE	SRS140205	Drosophila melanogaster	GSM627415
SRR074547	SRX032589	ILLUMINA	GSM627416: S2-DRSC-CG9412-RNAi-1	SINGLE	SRS140206	Drosophila melanogaster	GSM627416
SRR074548	SRX032590	ILLUMINA	GSM627417: S2-DRSC-CG9412-RNAi-2	SINGLE	SRS140207	Drosophila melanogaster	GSM627417
SRR074549	SRX032591	ILLUMINA	GSM627418: S2-DRSC-CG9983-RNAi-2	SINGLE	SRS140208	Drosophila melanogaster	GSM627418
SRR074550	SRX032591	ILLUMINA	GSM627418: S2-DRSC-CG9983-RNAi-2	SINGLE	SRS140208	Drosophila melanogaster	GSM627418
SRR488716	SRX143252	ILLUMINA	GSM915681: G2 extraction1_seq1 aliquote 1	SINGLE	SRS309741	Drosophila melanogaster	GSM915681
SRR488717	SRX143253	ILLUMINA	GSM915679: S3 extraction1_seq1 aliquote 1	SINGLE	SRS309742	Drosophila melanogaster	GSM915679
SRR488718	SRX143254	ILLUMINA	GSM915680: fGS/OSS extraction1_seq1 aliquote 1	SINGLE	SRS309743	Drosophila melanogaster	GSM915680
SRR488720	SRX143256	ILLUMINA	GSM915694: CME_L1 extraction1_seq1 aliquote 1	SINGLE	SRS309745	Drosophila melanogaster	GSM915694
SRR488722	SRX143258	ILLUMINA	GSM915696: S1 extraction1_seq1 aliquote 1	SINGLE	SRS309747	Drosophila melanogaster	GSM915696
SRR488723	SRX143259	ILLUMINA	GSM915697: OSC cells M031 extraction1_seq1 aliquote 1	SINGLE	SRS309748	Drosophila melanogaster	GSM915697
SRR489384	SRX143470	ILLUMINA	GSM919259: ML-DmD16-c3 (Celniker/RNA:133) extraction1_seq1 aliquote 1	SINGLE	SRS309886	Drosophila melanogaster	GSM919259
SRR489385	SRX143472	ILLUMINA	GSM919260: ML-DmD20-c5 (Celniker/RNA:191) extraction1_seq1 aliquote 1	SINGLE	SRS309887	Drosophila melanogaster	GSM919260
SRR489386	SRX143473	ILLUMINA	GSM919261: ML-DmD20-c5 (Celniker/RNA:187) extraction1_seq1 aliquote 1	SINGLE	SRS309888	Drosophila melanogaster	GSM919261
SRR489387	SRX143474	ILLUMINA	GSM919262: S1 (Celniker/RNA:25) extraction1_seq1 aliquote 1	SINGLE	SRS309889	Drosophila melanogaster	GSM919262
SRR489389	SRX143475	ILLUMINA	GSM919263: Lai_DTT-4h extraction1_seq1 aliquote 1	SINGLE	SRS309890	Drosophila melanogaster	GSM919263
SRR489391	SRX143477	ILLUMINA	GSM919264: ML-DmD8 (Celniker/RNA:205) extraction1_seq1 aliquote 1	SINGLE	SRS309892	Drosophila melanogaster	GSM919264
SRR489392	SRX143478	ILLUMINA	GSM919265: ML-DmD8 (Celniker/RNA:207) extraction1_seq1 aliquote 1	SINGLE	SRS309893	Drosophila melanogaster	GSM919265
SRR489393	SRX143479	ILLUMINA	GSM919266: mbn2 (Celniker/RNA:47) extraction1_seq1 aliquote 1	SINGLE	SRS309894	Drosophila melanogaster	GSM919266
SRR489394	SRX143480	ILLUMINA	GSM919267: mbn2 (Celniker/RNA:43) extraction1_seq1 aliquote 1	SINGLE	SRS309895	Drosophila melanogaster	GSM919267
SRR489395	SRX143481	ILLUMINA	GSM919268: CME-W2 (Celniker/RNA:459) extraction1_seq1 aliquote 1	SINGLE	SRS309896	Drosophila melanogaster	GSM919268
SRR489396	SRX143482	ILLUMINA	GSM919269: CME-W2 (Celniker/RNA:461) extraction1_seq1 aliquote 1	SINGLE	SRS309897	Drosophila melanogaster	GSM919269
SRR494014	SRX145917	ILLUMINA	GSM927165: CG10128_RIP-Seq, rep1	PAIRED	SRS312108	Drosophila melanogaster	GSM927165
SRR494015	SRX145918	ILLUMINA	GSM927166: CG10128_RIP-Seq, rep2	SINGLE	SRS312109	Drosophila melanogaster	GSM927166
SRR494016	SRX145919	ILLUMINA	GSM927167: CG10203_RIP-Seq, rep1	SINGLE	SRS312110	Drosophila melanogaster	GSM927167
SRR494017	SRX145920	ILLUMINA	GSM927168: CG10203_RIP-Seq, rep2	SINGLE	SRS312111	Drosophila melanogaster	GSM927168
SRR494018	SRX145921	ILLUMINA	GSM927169: CG10279_RIP-Seq, rep1	SINGLE	SRS312112	Drosophila melanogaster	GSM927169
SRR494019	SRX145922	ILLUMINA	GSM927170: CG10279_RIP-Seq, rep2	SINGLE	SRS312113	Drosophila melanogaster	GSM927170
SRR494020	SRX145923	ILLUMINA	GSM927171: CG10851_RIP-Seq, rep1	SINGLE	SRS312114	Drosophila melanogaster	GSM927171
SRR494021	SRX145924	ILLUMINA	GSM927172: CG10851_RIP-Seq, rep2	SINGLE	SRS312115	Drosophila melanogaster	GSM927172
SRR494022	SRX145925	ILLUMINA	GSM927173: CG12357_RIP-Seq, rep1	SINGLE	SRS312116	Drosophila melanogaster	GSM927173
SRR494023	SRX145926	ILLUMINA	GSM927174: CG12357_RIP-Seq, rep2	SINGLE	SRS312117	Drosophila melanogaster	GSM927174
SRR494024	SRX145927	ILLUMINA	GSM927175: CG12749_RIP-Seq, rep1	SINGLE	SRS312118	Drosophila melanogaster	GSM927175
SRR494025	SRX145928	ILLUMINA	GSM927176: CG12749_RIP-Seq, rep2	SINGLE	SRS312119	Drosophila melanogaster	GSM927176
SRR494026	SRX145929	ILLUMINA	GSM927177: CG1559_RIP-Seq, rep1	SINGLE	SRS312120	Drosophila melanogaster	GSM927177
SRR494027	SRX145930	ILLUMINA	GSM927178: CG1559_RIP-Seq, rep2	SINGLE	SRS312121	Drosophila melanogaster	GSM927178
SRR494028	SRX145931	ILLUMINA	GSM927179: CG16725_RIP-Seq, rep1	PAIRED	SRS312122	Drosophila melanogaster	GSM927179
SRR494029	SRX145932	ILLUMINA	GSM927180: CG16725_RIP-Seq, rep2	SINGLE	SRS312123	Drosophila melanogaster	GSM927180
SRR494030	SRX145933	ILLUMINA	GSM927181: CG16725_RIP-Seq, rep3	SINGLE	SRS312124	Drosophila melanogaster	GSM927181
SRR494031	SRX145934	ILLUMINA	GSM927182: CG16788_RIP-Seq, rep1	SINGLE	SRS312125	Drosophila melanogaster	GSM927182
SRR494032	SRX145935	ILLUMINA	GSM927183: CG16788_RIP-Seq, rep2	SINGLE	SRS312126	Drosophila melanogaster	GSM927183
SRR494033	SRX145936	ILLUMINA	GSM927184: CG16788_RIP-Seq, rep3	SINGLE	SRS312127	Drosophila melanogaster	GSM927184
SRR494034	SRX145937	ILLUMINA	GSM927185: CG16901_RIP-Seq, rep1	SINGLE	SRS312128	Drosophila melanogaster	GSM927185
SRR074434	SRX032510	ILLUMINA	GSM627337: S2-DRSC-CG10279_RNAi-1	SINGLE	SRS140127	Drosophila melanogaster	GSM627337
SRR074435	SRX032510	ILLUMINA	GSM627337: S2-DRSC-CG10279_RNAi-1	SINGLE	SRS140127	Drosophila melanogaster	GSM627337
SRR074436	SRX032511	ILLUMINA	GSM627338: S2-DRSC-CG10279_RNAi-2	SINGLE	SRS140128	Drosophila melanogaster	GSM627338
SRR074437	SRX032511	ILLUMINA	GSM627338: S2-DRSC-CG10279_RNAi-2	SINGLE	SRS140128	Drosophila melanogaster	GSM627338
SRR074438	SRX032511	ILLUMINA	GSM627338: S2-DRSC-CG10279_RNAi-2	SINGLE	SRS140128	Drosophila melanogaster	GSM627338
SRR074439	SRX032512	ILLUMINA	GSM627339: S2-DRSC-CG10328_RNAi-1	SINGLE	SRS140129	Drosophila melanogaster	GSM627339
SRR074440	SRX032513	ILLUMINA	GSM627340: S2-DRSC-CG10328_RNAi-2	SINGLE	SRS140130	Drosophila melanogaster	GSM627340
SRR074441	SRX032514	ILLUMINA	GSM627341: S2-DRSC-CG10377_RNAi-1	SINGLE	SRS140131	Drosophila melanogaster	GSM627341
SRR074442	SRX032515	ILLUMINA	GSM627342: S2-DRSC-CG10377_RNAi-2	SINGLE	SRS140132	Drosophila melanogaster	GSM627342
SRR074443	SRX032516	ILLUMINA	GSM627343: S2-DRSC-CG10851-RNAi-2	SINGLE	SRS140133	Drosophila melanogaster	GSM627343
SRR074444	SRX032516	ILLUMINA	GSM627343: S2-DRSC-CG10851-RNAi-2	SINGLE	SRS140133	Drosophila melanogaster	GSM627343
SRR074445	SRX032517	ILLUMINA	GSM627344: S2-DRSC-CG1101-RNAi-1	SINGLE	SRS140134	Drosophila melanogaster	GSM627344
SRR074446	SRX032518	ILLUMINA	GSM627345: S2-DRSC-CG1101-RNAi-2	SINGLE	SRS140135	Drosophila melanogaster	GSM627345
SRR074447	SRX032519	ILLUMINA	GSM627346: S2-DRSC-CG11266-RNAi-1	SINGLE	SRS140136	Drosophila melanogaster	GSM627346
SRR074448	SRX032520	ILLUMINA	GSM627347: S2-DRSC-CG11266-RNAi-2	SINGLE	SRS140137	Drosophila melanogaster	GSM627347
SRR074449	SRX032521	ILLUMINA	GSM627348: S2-DRSC-CG12749-RNAi-2	SINGLE	SRS140138	Drosophila melanogaster	GSM627348
SRR074450	SRX032521	ILLUMINA	GSM627348: S2-DRSC-CG12749-RNAi-2	SINGLE	SRS140138	Drosophila melanogaster	GSM627348
SRR074451	SRX032522	ILLUMINA	GSM627349: S2-DRSC-CG13425_RNAi-2	SINGLE	SRS140139	Drosophila melanogaster	GSM627349
SRR074452	SRX032522	ILLUMINA	GSM627349: S2-DRSC-CG13425_RNAi-2	SINGLE	SRS140139	Drosophila melanogaster	GSM627349
SRR074453	SRX032523	ILLUMINA	GSM627350: S2-DRSC-CG1559-RNAi-2	SINGLE	SRS140140	Drosophila melanogaster	GSM627350
SRR074454	SRX032523	ILLUMINA	GSM627350: S2-DRSC-CG1559-RNAi-2	SINGLE	SRS140140	Drosophila melanogaster	GSM627350
SRR074455	SRX032524	ILLUMINA	GSM627351: S2-DRSC-CG1646_RNAi-1	SINGLE	SRS140141	Drosophila melanogaster	GSM627351
SRR074456	SRX032525	ILLUMINA	GSM627352: S2-DRSC-CG1646_RNAi-2	SINGLE	SRS140142	Drosophila melanogaster	GSM627352
SRR074457	SRX032526	ILLUMINA	GSM627353: S2-DRSC-CG16788-RNAi-1	SINGLE	SRS140143	Drosophila melanogaster	GSM627353
SRR074458	SRX032527	ILLUMINA	GSM627354: S2-DRSC-CG16788-RNAi-2	SINGLE	SRS140144	Drosophila melanogaster	GSM627354
SRR074459	SRX032528	ILLUMINA	GSM627355: S2-DRSC-CG16901-RNAi-2	SINGLE	SRS140145	Drosophila melanogaster	GSM627355
SRR074460	SRX032529	ILLUMINA	GSM627356: S2-DRSC-CG17136-RNAi-2	SINGLE	SRS140146	Drosophila melanogaster	GSM627356
SRR074461	SRX032529	ILLUMINA	GSM627356: S2-DRSC-CG17136-RNAi-2	SINGLE	SRS140146	Drosophila melanogaster	GSM627356
SRR074462	SRX032530	ILLUMINA	GSM627357: S2-DRSC-CG17838-RNAi-2	SINGLE	SRS140147	Drosophila melanogaster	GSM627357
SRR074463	SRX032531	ILLUMINA	GSM627358: S2-DRSC-CG18350_RNAi-1	SINGLE	SRS140148	Drosophila melanogaster	GSM627358
SRR074464	SRX032532	ILLUMINA	GSM627359: S2-DRSC-CG18350_RNAi-2	SINGLE	SRS140149	Drosophila melanogaster	GSM627359
SRR074465	SRX032532	ILLUMINA	GSM627359: S2-DRSC-CG18350_RNAi-2	SINGLE	SRS140149	Drosophila melanogaster	GSM627359
SRR074466	SRX032532	ILLUMINA	GSM627359: S2-DRSC-CG18350_RNAi-2	SINGLE	SRS140149	Drosophila melanogaster	GSM627359
SRR074467	SRX032533	ILLUMINA	GSM627360: S2-DRSC-CG18426-RNAi-2	SINGLE	SRS140150	Drosophila melanogaster	GSM627360
SRR074468	SRX032533	ILLUMINA	GSM627360: S2-DRSC-CG18426-RNAi-2	SINGLE	SRS140150	Drosophila melanogaster	GSM627360
SRR074469	SRX032534	ILLUMINA	GSM627361: S2-DRSC-CG1987-RNAi-2	SINGLE	SRS140151	Drosophila melanogaster	GSM627361
SRR074470	SRX032535	ILLUMINA	GSM627362: S2-DRSC-CG30122-RNAi-2	SINGLE	SRS140152	Drosophila melanogaster	GSM627362
SRR074471	SRX032535	ILLUMINA	GSM627362: S2-DRSC-CG30122-RNAi-2	SINGLE	SRS140152	Drosophila melanogaster	GSM627362
SRR074472	SRX032536	ILLUMINA	GSM627363: S2-DRSC-CG31000-RNAi-2	SINGLE	SRS140153	Drosophila melanogaster	GSM627363
SRR074473	SRX032536	ILLUMINA	GSM627363: S2-DRSC-CG31000-RNAi-2	SINGLE	SRS140153	Drosophila melanogaster	GSM627363
SRR074474	SRX032537	ILLUMINA	GSM627364: S2-DRSC-CG31716-RNAi-1	SINGLE	SRS140154	Drosophila melanogaster	GSM627364
SRR074475	SRX032538	ILLUMINA	GSM627365: S2-DRSC-CG31716-RNAi-2	SINGLE	SRS140155	Drosophila melanogaster	GSM627365
SRR074476	SRX032539	ILLUMINA	GSM627366: S2-DRSC-CG32423-RNAi-1	SINGLE	SRS140156	Drosophila melanogaster	GSM627366
SRR074477	SRX032539	ILLUMINA	GSM627366: S2-DRSC-CG32423-RNAi-1	SINGLE	SRS140156	Drosophila melanogaster	GSM627366
SRR074478	SRX032540	ILLUMINA	GSM627367: S2-DRSC-CG32423-RNAi-2	SINGLE	SRS140157	Drosophila melanogaster	GSM627367
SRR074479	SRX032541	ILLUMINA	GSM627368: S2-DRSC-CG33106-RNAi-1	SINGLE	SRS140158	Drosophila melanogaster	GSM627368
SRR074480	SRX032542	ILLUMINA	GSM627369: S2-DRSC-CG33106-RNAi-2	SINGLE	SRS140159	Drosophila melanogaster	GSM627369
SRR074481	SRX032543	ILLUMINA	GSM627370: S2-DRSC-CG3312_RNAi-1	SINGLE	SRS140160	Drosophila melanogaster	GSM627370
